name;open;high;low;close;volume;marketCap;timestamp
"2781";2.3113724146;4.8244744072;2.2301796477;4.6391003494;2015340431.16;654315078.88;"2023-11-06T00:00:00.000Z"
"2781";4.6451243063;7.3820990129;4.3078164783;6.7985538584;4028303713.05;958892019.8;"2023-11-13T00:00:00.000Z"
"2781";6.8000649011;6.9982600267;5.045196037;5.4487092851;1535458301.83;799555358.2;"2023-11-20T00:00:00.000Z"
"2781";5.4470563623;9.2703730033;5.1680094713;8.5652809632;1595878143.94;1270029064.43;"2023-11-27T00:00:00.000Z"
"2781";8.5665842342;11.3916466093;8.1877396132;9.7972816817;2674281080.24;1467737147.15;"2023-12-04T00:00:00.000Z"
"2781";9.803036353;14.6782188666;9.2626271816;12.770629496;3213295796.97;1932769613.52;"2023-12-11T00:00:00.000Z"
"2781";12.7638625132;15.138522939;11.0707806143;14.1546171412;2324789567.91;2163945754.86;"2023-12-18T00:00:00.000Z"
"2781";14.160198969;14.7008271257;11.4583300169;11.8586444991;1288990741.92;1831133506.97;"2023-12-25T00:00:00.000Z"
"2781";11.8764911047;17.2388660884;10.9120337088;14.3527196436;2764538418.19;2238272717.81;"2024-01-01T00:00:00.000Z"
"2781";14.3519234658;19.8674151096;12.6522098969;18.1160080615;3025205403.01;2852943078.54;"2024-01-08T00:00:00.000Z"
"2781";18.1003637868;20.264325137;16.4298255618;16.8240701288;1735832528.29;2675298530.97;"2024-01-15T00:00:00.000Z"
"2781";16.8327732821;17.5831683916;13.8838329317;17.000572206;1451851392.44;2729448278;"2024-01-22T00:00:00.000Z"
"2781";16.9992508748;18.5018324467;15.6100897312;17.3549745346;1172709928.81;2812974515.73;"2024-01-29T00:00:00.000Z"
"2781";17.3563105415;20.9114308848;17.0663891051;19.3959780698;1257272878;3173548018.52;"2024-02-05T00:00:00.000Z"
"2781";19.3928006534;19.9316268132;17.7257108321;18.6610565497;1195668787.96;3081931651.81;"2024-02-12T00:00:00.000Z"
"2781";18.6637180377;19.1299589538;15.8499103041;16.7384397507;949705081.88;2790086388.91;"2024-02-19T00:00:00.000Z"
"2781";16.7379510703;18.2081365736;15.4500805683;16.4076393288;1254354274.3;2760119503.24;"2024-02-26T00:00:00.000Z"
"2781";16.4063512248;17.7098903905;14.3616092796;16.0540679128;1525223768.85;2725272049.12;"2024-03-04T00:00:00.000Z"
"2781";16.0541545802;18.4580772231;13.1080653306;14.2591994372;1846614386.05;2442459741.62;"2024-03-11T00:00:00.000Z"
"2781";14.1949124264;15.3242265975;11.6072270016;13.6612377192;1311041139.26;2360994524.47;"2024-03-18T00:00:00.000Z"
"2781";13.6612377192;15.5107020946;13.4735228654;14.3130998698;994761854.14;2495612001.19;"2024-03-25T00:00:00.000Z"
"2781";14.3131691479;14.4699694686;11.4179361472;12.2282096895;697632807.98;2150854564.88;"2024-04-01T00:00:00.000Z"
"2781";12.2282096895;12.8444780851;7.5154613411;10.5590316117;1537712068.79;1873521680.12;"2024-04-08T00:00:00.000Z"
"2781";10.5593891357;12.4001123872;9.2455194512;11.5103610053;1425049743.69;2059909583;"2024-04-15T00:00:00.000Z"
"2781";11.5103610053;12.1954671549;9.940715446;10.0360395459;675981990.03;1811460804.28;"2024-04-22T00:00:00.000Z"
"2781";10.0360395459;10.7857433034;8.9779986052;10.2372437209;692033043.95;1863483180.36;"2024-04-29T00:00:00.000Z"
"2781";10.2372407279;10.6766452305;8.9940997717;9.1395735143;506790073.75;1665678199.24;"2024-05-06T00:00:00.000Z"
"2781";9.1395735143;9.8281959049;8.0190000478;8.8270625145;557340454.39;1608723379.78;"2024-05-13T00:00:00.000Z"
"2781";8.8270625145;10.2950504863;8.5484387763;9.3117742482;699536632.32;1697061612.02;"2024-05-20T00:00:00.000Z"
"2781";9.3117742482;11.907134157;9.0887248053;11.7705886417;1154792892.06;2214834180.34;"2024-05-27T00:00:00.000Z"
"2781";11.7697685739;11.7704446317;8.9072468195;9.0647294983;655650749.14;1719588812.55;"2024-06-03T00:00:00.000Z"
"2781";9.0642154449;9.3314724265;7.3935763315;8.1906367866;571121034.67;1566338953.29;"2024-06-10T00:00:00.000Z"
"2781";8.1927269894;8.3134927999;6.0519376602;6.0807426355;552844369.13;1172182052.81;"2024-06-17T00:00:00.000Z"
"2781";6.0811046671;7.0708926944;5.9213421926;6.1914545073;500110584.36;1203023148.97;"2024-06-24T00:00:00.000Z"
"2781";6.1905778217;6.2988378458;4.2608327082;5.078990242;594414658.24;994659536.32;"2024-07-01T00:00:00.000Z"
"2781";5.0790289826;7.4188158803;4.9319383231;6.3119902195;1002146367.23;1245811994.85;"2024-07-08T00:00:00.000Z"
"2781";6.3130320698;7.359488157;6.0136713555;7.2981450719;706805450.76;1451648795.25;"2024-07-15T00:00:00.000Z"
"2781";7.2981450719;7.6351490093;5.4202514263;5.6880476879;646193089.94;1140116760.88;"2024-07-22T00:00:00.000Z"
