name;open;high;low;close;volume;marketCap;timestamp
"2781";0.0379600776;0.0426465945;0.0269274703;0.0333668085;2922878.45;22625796.18;"2019-10-01T00:00:00.000Z"
"2781";0.0331936748;0.0393370892;0.0226064585;0.0249128823;1643155.29;16893248.78;"2019-11-01T00:00:00.000Z"
"2781";0.0262520447;0.0283682781;0.0101493801;0.0102194731;2252335.85;19844057.11;"2019-12-01T00:00:00.000Z"
"2781";0.0102167279;0.0133973648;0.0100124401;0.0131773975;1319753.62;27496958.7;"2020-01-01T00:00:00.000Z"
"2781";0.0131605755;0.0824143097;0.0127699709;0.0343730714;7082685.74;113519408.77;"2020-02-01T00:00:00.000Z"
"2781";0.0342815213;0.064491424;0.0198537022;0.0319629393;6948776.74;121973502.3;"2020-03-01T00:00:00.000Z"
"2781";0.0319629393;0.0379844876;0.0305599276;0.0353946043;11729457.92;140898353.38;"2020-04-01T00:00:00.000Z"
"2781";0.0353946043;0.050216512;0.031951639;0.0436550293;14895076.72;192283319.33;"2020-05-01T00:00:00.000Z"
"2781";0.0436658314;0.0491537719;0.0367508115;0.0384165165;5286685.17;179962815.87;"2020-06-01T00:00:00.000Z"
"2781";0.0384231035;0.0449299737;0.0374334229;0.0442239795;31514108.36;218916539.29;"2020-07-01T00:00:00.000Z"
"2781";0.04892889;0.0570328;0.00042045;0.0424454;790902042.48;221164000.03;"2020-08-01T00:00:00.000Z"
"2781";0.04243809;0.04597222;0.0297632;0.03152401;415215572.46;173275066.61;"2020-09-01T00:00:00.000Z"
"2781";0.03152728;0.035375;0.02877268;0.02919151;912222094.5;169605707.46;"2020-10-01T00:00:00.000Z"
"2781";0.02919121;0.03822875;0.02778201;0.03438045;489309791.49;214183091.43;"2020-11-01T00:00:00.000Z"
"2781";0.03438313;0.04086217;0.02955897;0.03183123;370877812.04;210182003.02;"2020-12-01T00:00:00.000Z"
"2781";0.0318117;0.12412911;0.03009019;0.08212242;5978435785.91;570168635.86;"2021-01-01T00:00:00.000Z"
"2781";0.08212223;0.15937724;0.07826742;0.11542129;3244770375.68;848228780;"2021-02-01T00:00:00.000Z"
"2781";0.11531479;0.44945017;0.11471138;0.36827757;10804408585.12;2858428915.03;"2021-03-01T00:00:00.000Z"
"2781";0.36827986;0.41209415;0.20292061;0.29994558;9887965803.66;2428081873.96;"2021-04-01T00:00:00.000Z"
"2781";0.30002141;0.39871304;0.16226636;0.23402844;13215255485.5;1972149453.69;"2021-05-01T00:00:00.000Z"
"2781";0.233661;0.26670721;0.14090016;0.19535923;5783950618.13;1718706873.37;"2021-06-01T00:00:00.000Z"
"2781";0.19541461;0.21782715;0.1559138;0.21431178;5582720528.89;1960491232.07;"2021-07-01T00:00:00.000Z"
"2781";0.21429057;0.29081749;0.20334098;0.25160297;6868072695.88;2382820193.52;"2021-08-01T00:00:00.000Z"
"2781";0.25218774;0.570146052;0.24059779;0.338181803;16338395685.41;3479516633.63;"2021-09-01T00:00:00.000Z"
"2781";0.33827955;0.4652484251;0.3228642679;0.4070311037;8883446065.53;6113176367.96;"2021-10-01T00:00:00.000Z"
"2781";0.4072757316;0.476780711;0.3017436711;0.3490775999;4620168004.64;6315788553.36;"2021-11-01T00:00:00.000Z"
"2781";0.3475872776;0.3634612834;0.2182978261;0.2905428162;3095484091.68;5256730863.28;"2021-12-01T00:00:00.000Z"
"2781";0.2906199386;0.3396207362;0.1874135685;0.2218872365;3298550726.17;4014559711.04;"2022-01-01T00:00:00.000Z"
"2781";0.2218755521;0.2689257018;0.1881943307;0.2300583059;3024844143.28;4501172863.63;"2022-02-01T00:00:00.000Z"
"2781";0.2301816097;0.2646324716;0.1949933949;0.2356402605;2711110835.66;4610385797.05;"2022-03-01T00:00:00.000Z"
"2781";0.2358139685;0.2524216219;0.1325967784;0.141268249;1874251288.04;2857441972.04;"2022-04-01T00:00:00.000Z"
"2781";0.1412700352;0.1549560917;0.0750344132;0.0944373335;1982229495.7;1958763150.24;"2022-05-01T00:00:00.000Z"
"2781";0.0944554989;0.0980831902;0.0586654381;0.0632375798;1163787025.4;1333350241.35;"2022-06-01T00:00:00.000Z"
"2781";0.0633312412;0.0807290897;0.0580335011;0.075955538;915972695.72;1601505549.24;"2022-07-01T00:00:00.000Z"
"2781";0.0759487744;0.0838659309;0.0620137207;0.0631041435;985995526.9;1330536767.41;"2022-08-01T00:00:00.000Z"
"2781";0.0631080866;0.0739307823;0.0559680853;0.0573202096;1319617022.03;1316540225.13;"2022-09-01T00:00:00.000Z"
"2781";0.057334117;0.0668699941;0.0559653562;0.0596117296;1467534213.09;1369172240.04;"2022-10-01T00:00:00.000Z"
"2781";0.059602346;0.0639037933;0.0427951387;0.050689867;1048006672.08;1164253399.43;"2022-11-01T00:00:00.000Z"
"2781";0.0506925605;0.0506925605;0.035788005;0.0364289558;439174586.35;915713886.83;"2022-12-01T00:00:00.000Z"
"2781";0.0364300923;0.0792258685;0.0363079825;0.0645771226;1329902118.5;1640994403.28;"2023-01-01T00:00:00.000Z"
"2781";0.0645711331;0.0983874734;0.0624931143;0.0691646482;2314737763.15;1822513769.17;"2023-02-01T00:00:00.000Z"
"2781";0.0691604009;0.0760535917;0.0545843818;0.0733902623;1585290005.39;2238581095.13;"2023-03-01T00:00:00.000Z"
"2781";0.073345363;0.0775841309;0.0586314017;0.0637855945;1476967511.09;1992957614.13;"2023-04-01T00:00:00.000Z"
"2781";0.0637452615;0.0638667789;0.0499671526;0.0513418944;552811032.69;1615183878.52;"2023-05-01T00:00:00.000Z"
"2781";0.0513334425;0.0580415255;0.0410887773;0.0506073927;885534952.33;1630953153.62;"2023-06-01T00:00:00.000Z"
"2781";0.0506088721;0.0612146818;0.0458196496;0.0522864973;1293903620.27;1699191252.71;"2023-07-01T00:00:00.000Z"
"2781";0.052288053;0.0751473273;0.0507836352;0.0524185808;3216324980.62;1738733665.62;"2023-08-01T00:00:00.000Z"
"2781";0.0524211202;0.0528202626;0.0455112846;0.0497478669;1783770199.74;1663644128.47;"2023-09-01T00:00:00.000Z"
"2781";0.0497483377;0.0540857552;0.045080889;0.0524866573;1422704706.66;1759909232.58;"2023-10-01T00:00:00.000Z"
"2781";0.0524873705;0.0678719868;0.0506742403;0.0602404825;2107723473.97;2021888860.25;"2023-11-01T00:00:00.000Z"
"2781";0.0602413638;0.0946311231;0.0600318357;0.0859159322;2739484031.36;2889171076.71;"2023-12-01T00:00:00.000Z"
"2781";0.0859284143;0.1008786342;0.0673208902;0.0695406218;2202200238.95;2341103624.1;"2024-01-01T00:00:00.000Z"
"2781";0.06953339;0.1238400304;0.0675455915;0.114489145;3665798896.66;3856602558.64;"2024-02-01T00:00:00.000Z"
"2781";0.1144304207;0.1386906309;0.0970941231;0.1157279064;3596241852.39;3902298428.68;"2024-03-01T00:00:00.000Z"
